MODEL,SCENARIO,REGION,VARIABLE,Urban,Rural
Reference,Expenditure deciles,Belgium,Savings Rate|D1,30.09992728182753,33.2660386831103
Reference,Expenditure deciles,Belgium,Household Size|D1,2.8047342141267597,2.792224450915521
Reference,Expenditure deciles,Belgium,Equivalence Household Size|D1,1.7727942312746483,1.7537648284329423
Reference,Expenditure deciles,Belgium,Expenditure Decile|D1,0.04498378687318689,0.059004009979628236
Reference,Expenditure deciles,Belgium,Income Decile|D1,0.06453881881885895,0.0866108219525682
Reference,Expenditure deciles,Belgium,Expenditure Share|Food|D1,5.17573647353605,6.028520869292286
Reference,Expenditure deciles,Belgium,Expenditure Share|Energy|Housing|D1,9.419339532247676,11.999785348643348
Reference,Expenditure deciles,Belgium,Expenditure Share|Energy|Transportation|D1,5.17573647353605,6.028520869292286
Reference,Expenditure deciles,Belgium,Savings Rate|D2,26.099126797082008,22.43975540681974
Reference,Expenditure deciles,Belgium,Household Size|D2,2.4050678545557247,2.651953604042538
Reference,Expenditure deciles,Belgium,Equivalence Household Size|D2,1.611409434074105,1.714339931219332
Reference,Expenditure deciles,Belgium,Expenditure Decile|D2,0.057582806774911,0.05618854522582821
Reference,Expenditure deciles,Belgium,Income Decile|D2,0.07754418293996014,0.06994126977588168
Reference,Expenditure deciles,Belgium,Expenditure Share|Food|D2,4.988257507752885,5.656309640861063
Reference,Expenditure deciles,Belgium,Expenditure Share|Energy|Housing|D2,7.983085191086393,11.090185225224065
Reference,Expenditure deciles,Belgium,Expenditure Share|Energy|Transportation|D2,4.988257507752885,5.656309640861063
Reference,Expenditure deciles,Belgium,Savings Rate|D3,14.421376865910176,23.308228456070445
Reference,Expenditure deciles,Belgium,Household Size|D3,2.3101067629946614,2.8999585568684485
Reference,Expenditure deciles,Belgium,Equivalence Household Size|D3,1.5686578945482348,1.8360144777574063
Reference,Expenditure deciles,Belgium,Expenditure Decile|D3,0.06561449905626288,0.10648413589104784
Reference,Expenditure deciles,Belgium,Income Decile|D3,0.08083854772750013,0.12943910164447156
Reference,Expenditure deciles,Belgium,Expenditure Share|Food|D3,4.928753437946694,5.5165511502489935
Reference,Expenditure deciles,Belgium,Expenditure Share|Energy|Housing|D3,7.3648995957150705,9.418183736221287
Reference,Expenditure deciles,Belgium,Expenditure Share|Energy|Transportation|D3,4.928753437946694,5.5165511502489935
Reference,Expenditure deciles,Belgium,Savings Rate|D4,20.27198070237274,20.010171288958635
Reference,Expenditure deciles,Belgium,Household Size|D4,2.248079453605526,3.008971633755297
Reference,Expenditure deciles,Belgium,Equivalence Household Size|D4,1.5483862467011802,1.8410698303041477
Reference,Expenditure deciles,Belgium,Expenditure Decile|D4,0.07473822027604243,0.08624101455262746
Reference,Expenditure deciles,Belgium,Income Decile|D4,0.09082329601845601,0.10169608058972085
Reference,Expenditure deciles,Belgium,Expenditure Share|Food|D4,4.530863489589657,5.459417966641766
Reference,Expenditure deciles,Belgium,Expenditure Share|Energy|Housing|D4,7.257114669558785,8.779849437254986
Reference,Expenditure deciles,Belgium,Expenditure Share|Energy|Transportation|D4,4.530863489589657,5.459417966641766
Reference,Expenditure deciles,Belgium,Savings Rate|D5,17.350160492195933,8.475729868507248
Reference,Expenditure deciles,Belgium,Household Size|D5,2.300752251035467,2.156287488761836
Reference,Expenditure deciles,Belgium,Equivalence Household Size|D5,1.5643579853770324,1.5127144539704824
Reference,Expenditure deciles,Belgium,Expenditure Decile|D5,0.08345108270736303,0.0941918919925446
Reference,Expenditure deciles,Belgium,Income Decile|D5,0.09816151114005292,0.09634164306143082
Reference,Expenditure deciles,Belgium,Expenditure Share|Food|D5,4.2064519917666425,7.020373118848426
Reference,Expenditure deciles,Belgium,Expenditure Share|Energy|Housing|D5,6.357473808390947,8.374078610632395
Reference,Expenditure deciles,Belgium,Expenditure Share|Energy|Transportation|D5,4.2064519917666425,7.020373118848426
Reference,Expenditure deciles,Belgium,Savings Rate|D6,13.702432956049075,10.141388428501003
Reference,Expenditure deciles,Belgium,Household Size|D6,2.314892096888352,2.60181809730903
Reference,Expenditure deciles,Belgium,Equivalence Household Size|D6,1.5763917295336245,1.6680650138068098
Reference,Expenditure deciles,Belgium,Expenditure Decile|D6,0.09414444567550101,0.09081423359670242
Reference,Expenditure deciles,Belgium,Income Decile|D6,0.10536069568349628,0.0909230440972633
Reference,Expenditure deciles,Belgium,Expenditure Share|Food|D6,4.599768263404574,4.979426475269442
Reference,Expenditure deciles,Belgium,Expenditure Share|Energy|Housing|D6,5.805202547947953,7.823879573519539
Reference,Expenditure deciles,Belgium,Expenditure Share|Energy|Transportation|D6,4.599768263404574,4.979426475269442
Reference,Expenditure deciles,Belgium,Savings Rate|D7,8.290799097115167,16.605877828067253
Reference,Expenditure deciles,Belgium,Household Size|D7,2.219018820208703,2.211458019602775
Reference,Expenditure deciles,Belgium,Equivalence Household Size|D7,1.5423234355898714,1.554774394596632
Reference,Expenditure deciles,Belgium,Expenditure Decile|D7,0.10265417772001575,0.09497645041563345
Reference,Expenditure deciles,Belgium,Income Decile|D7,0.10822596868381958,0.10154534940927469
Reference,Expenditure deciles,Belgium,Expenditure Share|Food|D7,3.7882457123522952,5.271030182073883
Reference,Expenditure deciles,Belgium,Expenditure Share|Energy|Housing|D7,5.74895716622842,7.8735373260124035
Reference,Expenditure deciles,Belgium,Expenditure Share|Energy|Transportation|D7,3.7882457123522952,5.271030182073883
Reference,Expenditure deciles,Belgium,Savings Rate|D8,2.233679937873339,-2.0924740626288387
Reference,Expenditure deciles,Belgium,Household Size|D8,2.1522506814981,2.016871700855671
Reference,Expenditure deciles,Belgium,Equivalence Household Size|D8,1.5092821776877294,1.4429369630896938
Reference,Expenditure deciles,Belgium,Expenditure Decile|D8,0.11547244901475975,0.08955720937224194
Reference,Expenditure deciles,Belgium,Income Decile|D8,0.1123157402276206,0.08794261651015528
Reference,Expenditure deciles,Belgium,Expenditure Share|Food|D8,3.6998566184178006,5.22674029229774
Reference,Expenditure deciles,Belgium,Expenditure Share|Energy|Housing|D8,4.92284082524727,8.220856567323665
Reference,Expenditure deciles,Belgium,Expenditure Share|Energy|Transportation|D8,3.6998566184178006,5.22674029229774
Reference,Expenditure deciles,Belgium,Savings Rate|D9,-8.777129391055482,0.051997348556298645
Reference,Expenditure deciles,Belgium,Household Size|D9,2.1209349936954762,2.415733115600332
Reference,Expenditure deciles,Belgium,Equivalence Household Size|D9,1.496758404019567,1.6136807688888737
Reference,Expenditure deciles,Belgium,Expenditure Decile|D9,0.13560500696139569,0.14648615379619281
Reference,Expenditure deciles,Belgium,Income Decile|D9,0.12094772065007497,0.1285785505191722
Reference,Expenditure deciles,Belgium,Expenditure Share|Food|D9,3.3646552020822234,4.264488068620931
Reference,Expenditure deciles,Belgium,Expenditure Share|Energy|Housing|D9,4.470534412395159,4.624570520054201
Reference,Expenditure deciles,Belgium,Expenditure Share|Energy|Transportation|D9,3.3646552020822234,4.264488068620931
Reference,Expenditure deciles,Belgium,Savings Rate|D10,-61.53648262677121,-60.08239212620794
Reference,Expenditure deciles,Belgium,Household Size|D10,2.1900234434595007,2.28218027167954
Reference,Expenditure deciles,Belgium,Equivalence Household Size|D10,1.5343017177850244,1.5199550654633196
Reference,Expenditure deciles,Belgium,Expenditure Decile|D10,0.22575352494056167,0.17605635517755305
Reference,Expenditure deciles,Belgium,Income Decile|D10,0.14124351811016042,0.10698152244006144
Reference,Expenditure deciles,Belgium,Expenditure Share|Food|D10,2.5013221290947323,3.8907997443690068
Reference,Expenditure deciles,Belgium,Expenditure Share|Energy|Housing|D10,3.228263299879758,3.0954893105496595
Reference,Expenditure deciles,Belgium,Expenditure Share|Energy|Transportation|D10,2.5013221290947323,3.8907997443690068
Reference,Expenditure deciles,Bulgaria,Savings Rate|D1,18.565246693648618,20.36656696757416
Reference,Expenditure deciles,Bulgaria,Household Size|D1,3.3174998837636296,2.655652198886941
Reference,Expenditure deciles,Bulgaria,Equivalence Household Size|D1,2.033354714499752,1.7552889974811514
Reference,Expenditure deciles,Bulgaria,Expenditure Decile|D1,0.02249300951140483,0.1289913685211924
Reference,Expenditure deciles,Bulgaria,Income Decile|D1,0.027224777595595905,0.1532102475088976
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Food|D1,6.85592863144844,6.717253752944812
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Energy|Housing|D1,13.493519866112708,14.842809469698865
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Energy|Transportation|D1,6.85592863144844,6.717253752944812
Reference,Expenditure deciles,Bulgaria,Savings Rate|D2,21.131582182884127,10.590700824404466
Reference,Expenditure deciles,Bulgaria,Household Size|D2,2.525952195430136,2.322468891846363
Reference,Expenditure deciles,Bulgaria,Equivalence Household Size|D2,1.7072729493524272,1.5996293205293561
Reference,Expenditure deciles,Bulgaria,Expenditure Decile|D2,0.029793713229442603,0.15412337664614184
Reference,Expenditure deciles,Bulgaria,Income Decile|D2,0.037791209728768045,0.16233777039574313
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Food|D2,5.209965347650666,6.115708200395743
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Energy|Housing|D2,13.44679767867294,15.509507992863115
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Energy|Transportation|D2,5.209965347650666,6.115708200395743
Reference,Expenditure deciles,Bulgaria,Savings Rate|D3,12.26672632262323,8.13363316918425
Reference,Expenditure deciles,Bulgaria,Household Size|D3,2.269282946444446,2.216262332644716
Reference,Expenditure deciles,Bulgaria,Equivalence Household Size|D3,1.5962362055905868,1.5675973661919476
Reference,Expenditure deciles,Bulgaria,Expenditure Decile|D3,0.045365655520964374,0.13525989529606242
Reference,Expenditure deciles,Bulgaria,Income Decile|D3,0.04976825268192384,0.13664246698775237
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Food|D3,6.4675458157762895,6.374829465187169
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Energy|Housing|D3,12.707304299366047,15.177785014070853
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Energy|Transportation|D3,6.4675458157762895,6.374829465187169
Reference,Expenditure deciles,Bulgaria,Savings Rate|D4,14.132135964778069,3.516743134150609
Reference,Expenditure deciles,Bulgaria,Household Size|D4,2.509199728616592,2.2081131606903877
Reference,Expenditure deciles,Bulgaria,Equivalence Household Size|D4,1.691987996070008,1.5666604006567237
Reference,Expenditure deciles,Bulgaria,Expenditure Decile|D4,0.05922747643419269,0.13549463106632118
Reference,Expenditure deciles,Bulgaria,Income Decile|D4,0.06693356897798687,0.13771179769903016
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Food|D4,5.153857766546771,5.627597131919892
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Energy|Housing|D4,11.27038179018699,14.887735038800356
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Energy|Transportation|D4,5.153857766546771,5.627597131919892
Reference,Expenditure deciles,Bulgaria,Savings Rate|D5,11.206376884896928,7.025376741127657
Reference,Expenditure deciles,Bulgaria,Household Size|D5,2.385488801402104,2.349621260981899
Reference,Expenditure deciles,Bulgaria,Equivalence Household Size|D5,1.6493751837284503,1.6244942164233906
Reference,Expenditure deciles,Bulgaria,Expenditure Decile|D5,0.07951176528459314,0.10724007413543528
Reference,Expenditure deciles,Bulgaria,Income Decile|D5,0.08522438112101419,0.10681633481372878
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Food|D5,5.251091354192108,7.2853902258084995
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Energy|Housing|D5,11.28731810084919,15.187419268905307
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Energy|Transportation|D5,5.251091354192108,7.2853902258084995
Reference,Expenditure deciles,Bulgaria,Savings Rate|D6,9.391113071614862,1.0260514178195408
Reference,Expenditure deciles,Bulgaria,Household Size|D6,2.1659214812773775,2.307332723319649
Reference,Expenditure deciles,Bulgaria,Equivalence Household Size|D6,1.5465718762327647,1.6055069230028982
Reference,Expenditure deciles,Bulgaria,Expenditure Decile|D6,0.09073565028747008,0.09332445718807483
Reference,Expenditure deciles,Bulgaria,Income Decile|D6,0.09652876690374032,0.0887467267179793
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Food|D6,5.873653907511964,6.070506363519228
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Energy|Housing|D6,10.206882600805708,16.27082620173468
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Energy|Transportation|D6,5.873653907511964,6.070506363519228
Reference,Expenditure deciles,Bulgaria,Savings Rate|D7,5.64331620826099,3.7862082243031012
Reference,Expenditure deciles,Bulgaria,Household Size|D7,2.2608718591200727,2.6646060613691063
Reference,Expenditure deciles,Bulgaria,Equivalence Household Size|D7,1.58046926967097,1.772401528457127
Reference,Expenditure deciles,Bulgaria,Expenditure Decile|D7,0.11144785735363603,0.09114333284430762
Reference,Expenditure deciles,Bulgaria,Income Decile|D7,0.11302221811046034,0.08849398829356293
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Food|D7,5.291038969033429,6.474424594320258
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Energy|Housing|D7,9.628005371117661,13.792322889159122
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Energy|Transportation|D7,5.291038969033429,6.474424594320258
Reference,Expenditure deciles,Bulgaria,Savings Rate|D8,3.397771711663457,-7.8193506296969755
Reference,Expenditure deciles,Bulgaria,Household Size|D8,2.3094754226659613,2.528478039223526
Reference,Expenditure deciles,Bulgaria,Equivalence Household Size|D8,1.592888645675096,1.7282921173107295
Reference,Expenditure deciles,Bulgaria,Expenditure Decile|D8,0.13887229550418026,0.06406804869808984
Reference,Expenditure deciles,Bulgaria,Income Decile|D8,0.13592162604936273,0.05644346066112261
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Food|D8,5.693139903129387,7.893095375150182
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Energy|Housing|D8,8.776422272549635,12.764847977584616
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Energy|Transportation|D8,5.693139903129387,7.893095375150182
Reference,Expenditure deciles,Bulgaria,Savings Rate|D9,1.5862573146215344,-14.816060617046109
Reference,Expenditure deciles,Bulgaria,Household Size|D9,2.3553740182299445,2.625218439011828
Reference,Expenditure deciles,Bulgaria,Equivalence Household Size|D9,1.6156902725228628,1.7005201147839524
Reference,Expenditure deciles,Bulgaria,Expenditure Decile|D9,0.1725175378377019,0.05484742554806503
Reference,Expenditure deciles,Bulgaria,Income Decile|D9,0.16697820029552823,0.04383431210225622
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Food|D9,5.523615396331744,5.889706522814657
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Energy|Housing|D9,7.4174891899664415,11.168488070468934
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Energy|Transportation|D9,5.523615396331744,5.889706522814657
Reference,Expenditure deciles,Bulgaria,Savings Rate|D10,-10.401911426406853,-39.69041479636436
Reference,Expenditure deciles,Bulgaria,Household Size|D10,2.201631619638968,2.488775270885126
Reference,Expenditure deciles,Bulgaria,Equivalence Household Size|D10,1.5284603335144515,1.710761292743562
Reference,Expenditure deciles,Bulgaria,Expenditure Decile|D10,0.2500350390364141,0.035507390056309505
Reference,Expenditure deciles,Bulgaria,Income Decile|D10,0.2206069985356195,0.02576289481992692
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Food|D10,6.209922467628284,5.749735979827208
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Energy|Housing|D10,6.480400311119362,9.44777158015557
Reference,Expenditure deciles,Bulgaria,Expenditure Share|Energy|Transportation|D10,6.209922467628284,5.749735979827208
Reference,Expenditure deciles,Croatia,Savings Rate|D1,73.07657489764722,66.54659918388518
Reference,Expenditure deciles,Croatia,Household Size|D1,3.800006577619035,4.291062583918439
Reference,Expenditure deciles,Croatia,Equivalence Household Size|D1,2.2623558918054294,2.517927890051538
Reference,Expenditure deciles,Croatia,Expenditure Decile|D1,0.02890574140540017,0.035885629429684665
Reference,Expenditure deciles,Croatia,Income Decile|D1,0.11150617006589043,0.14308684983281475
Reference,Expenditure deciles,Croatia,Expenditure Share|Food|D1,7.1398093040896224,7.435465658755211
Reference,Expenditure deciles,Croatia,Expenditure Share|Energy|Housing|D1,14.282579223410192,13.61292328586821
Reference,Expenditure deciles,Croatia,Expenditure Share|Energy|Transportation|D1,7.1398093040896224,7.435465658755211
Reference,Expenditure deciles,Croatia,Savings Rate|D2,55.73590201132576,41.41990355205806
Reference,Expenditure deciles,Croatia,Household Size|D2,3.578064929466334,4.14893685977388
Reference,Expenditure deciles,Croatia,Equivalence Household Size|D2,2.1836748532030694,2.4516559527715374
Reference,Expenditure deciles,Croatia,Expenditure Decile|D2,0.04628375529086997,0.06032815424827715
Reference,Expenditure deciles,Croatia,Income Decile|D2,0.10951173694277336,0.15578906503806142
Reference,Expenditure deciles,Croatia,Expenditure Share|Food|D2,7.944333328404692,9.476478637727856
Reference,Expenditure deciles,Croatia,Expenditure Share|Energy|Housing|D2,13.034281172657685,12.338039361740563
Reference,Expenditure deciles,Croatia,Expenditure Share|Energy|Transportation|D2,7.944333328404692,9.476478637727856
Reference,Expenditure deciles,Croatia,Savings Rate|D3,41.71262864010611,19.806668396106414
Reference,Expenditure deciles,Croatia,Household Size|D3,3.496123311788499,3.857909456436011
Reference,Expenditure deciles,Croatia,Equivalence Household Size|D3,2.144453307205948,2.2909783821527894
Reference,Expenditure deciles,Croatia,Expenditure Decile|D3,0.0566864080330447,0.08042376137166707
Reference,Expenditure deciles,Croatia,Income Decile|D3,0.10178113834862215,0.13125241331673385
Reference,Expenditure deciles,Croatia,Expenditure Share|Food|D3,8.390918557920068,7.384968987594648
Reference,Expenditure deciles,Croatia,Expenditure Share|Energy|Housing|D3,11.42805720803144,10.771445331092982
Reference,Expenditure deciles,Croatia,Expenditure Share|Energy|Transportation|D3,8.390918557920068,7.384968987594648
Reference,Expenditure deciles,Croatia,Savings Rate|D4,26.83187710055444,2.1513727549538992
Reference,Expenditure deciles,Croatia,Household Size|D4,3.1328628697874543,3.2105502001918733
Reference,Expenditure deciles,Croatia,Equivalence Household Size|D4,1.9870179706418334,2.0163954965170037
Reference,Expenditure deciles,Croatia,Expenditure Decile|D4,0.07954870701400445,0.07051221668030899
Reference,Expenditure deciles,Croatia,Income Decile|D4,0.1141421335478164,0.1028756493852638
Reference,Expenditure deciles,Croatia,Expenditure Share|Food|D4,6.722431390471887,6.859623274474741
Reference,Expenditure deciles,Croatia,Expenditure Share|Energy|Housing|D4,10.72088268089761,10.835060365579633
Reference,Expenditure deciles,Croatia,Expenditure Share|Energy|Transportation|D4,6.722431390471887,6.859623274474741
Reference,Expenditure deciles,Croatia,Savings Rate|D5,14.802780134366197,-17.843049596574918
Reference,Expenditure deciles,Croatia,Household Size|D5,3.185568789127453,3.1344653803213287
Reference,Expenditure deciles,Croatia,Equivalence Household Size|D5,1.9970084591587343,1.973942080066816
Reference,Expenditure deciles,Croatia,Expenditure Decile|D5,0.09766112681834381,0.07964888888131624
Reference,Expenditure deciles,Croatia,Income Decile|D5,0.12999303389864902,0.08989924895460236
Reference,Expenditure deciles,Croatia,Expenditure Share|Food|D5,7.6765396040820315,6.604791357917501
Reference,Expenditure deciles,Croatia,Expenditure Share|Energy|Housing|D5,9.654639972887871,9.56415136583373
Reference,Expenditure deciles,Croatia,Expenditure Share|Energy|Transportation|D5,7.6765396040820315,6.604791357917501
Reference,Expenditure deciles,Croatia,Savings Rate|D6,-3.0691824349860544,-57.77915893670224
Reference,Expenditure deciles,Croatia,Household Size|D6,2.6828643562832064,2.901396438683858
Reference,Expenditure deciles,Croatia,Equivalence Household Size|D6,1.785910681310544,1.8606224605126593
Reference,Expenditure deciles,Croatia,Expenditure Decile|D6,0.09926928229529189,0.09997023457342782
Reference,Expenditure deciles,Croatia,Income Decile|D6,0.10117380404886987,0.08406501249789805
Reference,Expenditure deciles,Croatia,Expenditure Share|Food|D6,6.860906683424305,7.449779230898108
Reference,Expenditure deciles,Croatia,Expenditure Share|Energy|Housing|D6,10.39857538203728,9.335098082613879
Reference,Expenditure deciles,Croatia,Expenditure Share|Energy|Transportation|D6,6.860906683424305,7.449779230898108
Reference,Expenditure deciles,Croatia,Savings Rate|D7,-20.05074531840575,-79.50934088610957
Reference,Expenditure deciles,Croatia,Household Size|D7,2.5425014881900054,2.623938093236504
Reference,Expenditure deciles,Croatia,Equivalence Household Size|D7,1.7004381245022087,1.7316337659137098
Reference,Expenditure deciles,Croatia,Expenditure Decile|D7,0.10484046744857142,0.12113831026334465
Reference,Expenditure deciles,Croatia,Income Decile|D7,0.09195848557895014,0.09115861749100919
Reference,Expenditure deciles,Croatia,Expenditure Share|Food|D7,6.966338558983434,7.4316836362583425
Reference,Expenditure deciles,Croatia,Expenditure Share|Energy|Housing|D7,9.167077210611826,8.810191527549637
Reference,Expenditure deciles,Croatia,Expenditure Share|Energy|Transportation|D7,6.966338558983434,7.4316836362583425
Reference,Expenditure deciles,Croatia,Savings Rate|D8,-49.83211764595923,-107.17866386088886
Reference,Expenditure deciles,Croatia,Household Size|D8,2.2502305731059256,2.147856325182989
Reference,Expenditure deciles,Croatia,Equivalence Household Size|D8,1.5870495843678927,1.5185465859061567
Reference,Expenditure deciles,Croatia,Expenditure Decile|D8,0.12957552413247592,0.114144636598475
Reference,Expenditure deciles,Croatia,Income Decile|D8,0.09168287708946896,0.08118907966202507
Reference,Expenditure deciles,Croatia,Expenditure Share|Food|D8,6.458014054709889,7.02735640704752
Reference,Expenditure deciles,Croatia,Expenditure Share|Energy|Housing|D8,8.192932815404964,9.300140329366823
Reference,Expenditure deciles,Croatia,Expenditure Share|Energy|Transportation|D8,6.458014054709889,7.02735640704752
Reference,Expenditure deciles,Croatia,Savings Rate|D9,-110.83713613234606,-186.90064391478307
Reference,Expenditure deciles,Croatia,Household Size|D9,2.0314980566579206,1.9068052065589418
Reference,Expenditure deciles,Croatia,Equivalence Household Size|D9,1.4788369745838172,1.4109866662849881
Reference,Expenditure deciles,Croatia,Expenditure Decile|D9,0.16501702784491332,0.12642735624239534
Reference,Expenditure deciles,Croatia,Income Decile|D9,0.08861889317223384,0.05883147793465646
Reference,Expenditure deciles,Croatia,Expenditure Share|Food|D9,7.2376021255248375,7.136193859696043
Reference,Expenditure deciles,Croatia,Expenditure Share|Energy|Housing|D9,7.613320487396599,8.093192233576476
Reference,Expenditure deciles,Croatia,Expenditure Share|Energy|Transportation|D9,7.2376021255248375,7.136193859696043
Reference,Expenditure deciles,Croatia,Savings Rate|D10,-272.34823685245533,-386.9189693350462
Reference,Expenditure deciles,Croatia,Household Size|D10,1.564562605738845,1.3704262337668025
Reference,Expenditure deciles,Croatia,Equivalence Household Size|D10,1.248369810582144,1.174424627917534
Reference,Expenditure deciles,Croatia,Expenditure Decile|D10,0.19221195971708446,0.21152081171110307
Reference,Expenditure deciles,Croatia,Income Decile|D10,0.05963172730672585,0.0618525858869351
Reference,Expenditure deciles,Croatia,Expenditure Share|Food|D10,7.1027911638004175,6.771545473472876
Reference,Expenditure deciles,Croatia,Expenditure Share|Energy|Housing|D10,6.587148434766467,6.995343320679468
Reference,Expenditure deciles,Croatia,Expenditure Share|Energy|Transportation|D10,7.1027911638004175,6.771545473472876
Reference,Expenditure deciles,Cyprus,Savings Rate|D1,16.211563509092077,24.081547580000795
Reference,Expenditure deciles,Cyprus,Household Size|D1,2.523611292148603,2.1631350817986887
Reference,Expenditure deciles,Cyprus,Equivalence Household Size|D1,1.676512715912547,1.5418285710619175
Reference,Expenditure deciles,Cyprus,Expenditure Decile|D1,0.03037280155624551,0.041826003472359895
Reference,Expenditure deciles,Cyprus,Income Decile|D1,0.039866422058882224,0.057716353355189765
Reference,Expenditure deciles,Cyprus,Expenditure Share|Food|D1,9.808815925897346,11.197815441708599
Reference,Expenditure deciles,Cyprus,Expenditure Share|Energy|Housing|D1,5.801983971970208,6.712786613749374
Reference,Expenditure deciles,Cyprus,Expenditure Share|Energy|Transportation|D1,9.808815925897346,11.197815441708599
Reference,Expenditure deciles,Cyprus,Savings Rate|D2,8.716324569191341,7.376494188832898
Reference,Expenditure deciles,Cyprus,Household Size|D2,2.5693311100996814,2.57364627121201
Reference,Expenditure deciles,Cyprus,Equivalence Household Size|D2,1.7290449930816714,1.7028204687527133
Reference,Expenditure deciles,Cyprus,Expenditure Decile|D2,0.04607785669979869,0.06554654265410427
Reference,Expenditure deciles,Cyprus,Income Decile|D2,0.05409922031569756,0.07651309911478292
Reference,Expenditure deciles,Cyprus,Expenditure Share|Food|D2,9.08390913069361,10.479532767695956
Reference,Expenditure deciles,Cyprus,Expenditure Share|Energy|Housing|D2,5.156669680015657,6.3038235138120084
Reference,Expenditure deciles,Cyprus,Expenditure Share|Energy|Transportation|D2,9.08390913069361,10.479532767695956
Reference,Expenditure deciles,Cyprus,Savings Rate|D3,9.380244795378413,5.820701168104515
Reference,Expenditure deciles,Cyprus,Household Size|D3,2.86196936340035,2.827940533366684
Reference,Expenditure deciles,Cyprus,Equivalence Household Size|D3,1.8384607898847707,1.7972341154193117
Reference,Expenditure deciles,Cyprus,Expenditure Decile|D3,0.062159085408616525,0.07013222036250918
Reference,Expenditure deciles,Cyprus,Income Decile|D3,0.07245758825563042,0.07956031692980876
Reference,Expenditure deciles,Cyprus,Expenditure Share|Food|D3,8.412273977640798,9.662770784467046
Reference,Expenditure deciles,Cyprus,Expenditure Share|Energy|Housing|D3,4.612349337776319,5.103273019097255
Reference,Expenditure deciles,Cyprus,Expenditure Share|Energy|Transportation|D3,8.412273977640798,9.662770784467046
Reference,Expenditure deciles,Cyprus,Savings Rate|D4,-0.21819013019947878,6.973825791237272
Reference,Expenditure deciles,Cyprus,Household Size|D4,2.5226603320002217,3.1228995416613574
Reference,Expenditure deciles,Cyprus,Equivalence Household Size|D4,1.6941875857803028,1.9508229482579063
Reference,Expenditure deciles,Cyprus,Expenditure Decile|D4,0.05798719876599358,0.12084003060815206
Reference,Expenditure deciles,Cyprus,Income Decile|D4,0.06223593299798814,0.13384492040066204
Reference,Expenditure deciles,Cyprus,Expenditure Share|Food|D4,8.775573764206628,9.547131479962408
Reference,Expenditure deciles,Cyprus,Expenditure Share|Energy|Housing|D4,4.223285306435523,5.161056914290328
Reference,Expenditure deciles,Cyprus,Expenditure Share|Energy|Transportation|D4,8.775573764206628,9.547131479962408
Reference,Expenditure deciles,Cyprus,Savings Rate|D5,-0.20594822226587178,-15.548064146926725
Reference,Expenditure deciles,Cyprus,Household Size|D5,2.69672511844753,3.1819874375459674
Reference,Expenditure deciles,Cyprus,Equivalence Household Size|D5,1.7521739761357378,1.9847181868387807
Reference,Expenditure deciles,Cyprus,Expenditure Decile|D5,0.07047999102104044,0.12939271256373425
Reference,Expenditure deciles,Cyprus,Income Decile|D5,0.0740175339284487,0.12011342839834886
Reference,Expenditure deciles,Cyprus,Expenditure Share|Food|D5,8.190396604430763,9.063929917795331
Reference,Expenditure deciles,Cyprus,Expenditure Share|Energy|Housing|D5,4.097523867151098,4.633987868149156
Reference,Expenditure deciles,Cyprus,Expenditure Share|Energy|Transportation|D5,8.190396604430763,9.063929917795331
Reference,Expenditure deciles,Cyprus,Savings Rate|D6,-2.9464648767748423,-5.982444290158903
Reference,Expenditure deciles,Cyprus,Household Size|D6,2.551211445361671,3.332482649072327
Reference,Expenditure deciles,Cyprus,Equivalence Household Size|D6,1.7059348611677776,2.0395495261531287
Reference,Expenditure deciles,Cyprus,Expenditure Decile|D6,0.09430587759050503,0.0903905976073798
Reference,Expenditure deciles,Cyprus,Income Decile|D6,0.09546464431478058,0.09010347794733964
Reference,Expenditure deciles,Cyprus,Expenditure Share|Food|D6,7.599581569721223,8.15877467945102
